"geometry_text","geometry","path_id","image_point_id","order_id","safety_avg","attractiveness_avg","business_avg","safety_stddev","attractiveness_stddev","safety_attr_diff","safety_max_diff","attr_max_diff","attractiveness_reason","safety_reason","rating_count","male_ratings","female_ratings","male_safety_avg","female_safety_avg","age_19_39_safety_avg","age_40_59_safety_avg","age_60_plus_safety_avg","age_19_39_safety_count","age_40_59_safety_count","age_60_plus_safety_count"
"POINT(970183.679 6467165.977)","0101000020110F000054E3A55B8F9B2D41022B877E97AB5841",3,1577,28,3.8,3.5,2.00,0.96,1.00,0.25,2,2,"Vegetation|nature ; clear traffic ; broad view forward","Cars|coming from dense into open region gives anxiety ; but clean and spacious ; residential area|residential",4,2,2,3.50,4.00,3.67,4.00,NULL,3,1,0
"POINT(970162.192 6467143.247)","0101000020110F0000F2D24D62649B2D4117D9CECF91AB5841",3,1576,29,3.3,2.8,2.17,0.82,0.41,0.50,2,1,"nature but less dense ; sunny sky ; clean|okay looking","shadow ; high buildings ; corner|looks clean and peaceful",6,2,4,3.00,3.50,3.00,4.00,4.00,4,1,1
"POINT(970221.979 6467205.723)","0101000020110F0000EE7C3FF5DB9B2D41CBA1456EA1AB5841",3,1566,26,4.2,3.8,2.00,0.84,0.84,0.40,2,2,"Green trees|buildings; painted; spacious|less nature density ; houses higher than trees ; but still clean","Walking path; Bike path|nice houses|residential; clean|residential ; good visibility ; broad road",5,1,4,4.00,4.25,4.20,NULL,NULL,5,0,0
"POINT(969171.161 6465854.328)","0101000020110F00008D976E52A6932D41B6F3FD944FAA5841",21,2146,43,3.0,2.0,2.80,0.71,1.22,1.00,2,3,"traffic|buildings; grey;|lots of parking;old roads","traffic|less circulation; sidewalks|Dark;bad parking;older buildings",5,2,1,2.50,4.00,3.00,3.00,NULL,4,1,0
"POINT(969203.151 6465837.788)","0101000020110F00003BDF4F4DE6932D418D976E724BAA5841",21,2151,41,2.6,1.9,2.90,0.52,0.57,0.70,1,2,"it looks messy|Seems quite like a small street filled of people's houses, pretty bland|Seems quite like a small street filled of people's houses, pretty bland|shabby; run-down; dull|looks messy and unkempt|graffiti;unkept streets;construction|building works","looks like an area where crime might occur|Just doesn't seem like a busy place, surrounded by flat buildings|Just doesn't seem like a busy place, surrounded by flat buildings|shabby; run-down |looks busy|graffiti;unkept streets;construction|building works",10,3,6,2.33,2.83,2.60,2.60,NULL,5,5,0
"POINT(969169.657 6465842.417)","0101000020110F0000D34D6250A3932D41C520B09A4CAA5841",21,2135,42,3.4,2.9,3.33,0.88,1.05,0.55,3,3,"shops and connections|grey;|shops around|Buildings seems old, shops are not the one I look for, graffitis are on the walls","populated part|residence; trees:|people around|Graffitis on the walls, cars parked everywhere, old buildings",9,3,4,3.67,3.75,3.57,3.00,NULL,7,2,0
"POINT(969117.737 6465839.818)","0101000020110F0000621058793B932D41AC1C5AF44BAA5841",21,2148,45,3.4,2.9,2.85,0.87,0.64,0.46,3,2,"not bad but a bit bleak; monotone|pedestrians; buildings|transports ; parkings ; green |buildings; better looking|Near platz; clean|modern; clean|modern; clean|narrow street|abundant flats","not busy; dark; dodgy|looks residential|residence;cars;people;tourism|pedestrians; open|calm ; residential ; clear|sidewalks|Populated; busy|modern; slow traffic|modern; slow traffic|traffic|neutral, reasonable",13,6,4,3.17,4.00,3.42,3.00,NULL,12,1,0
"POINT(969104.403 6465811.82)","0101000020110F0000190456CE20932D4148E17AF444AA5841",21,2149,46,3.8,3.5,3.35,0.66,0.94,0.29,2,3,"structured|buildings; people|no trees|pedestal area|traffic|buildings; better looking|residence; quiet;|cramped; absence of nature","road layout and caution|populated|shops; business area|pedestal area|traffic|no circulation; sidewalks; pedestrian space|residence;shops;parking street|cramped; barriers",17,4,7,3.50,4.29,4.00,3.40,NULL,11,5,0
"POINT(969140.19 6465852.537)","0101000020110F000014AE476168932D413F355E224FAA5841",21,2147,44,3.4,2.2,3.20,0.55,0.84,1.20,1,2,"unattractive environment|buildings; grey;|buildings","low traffic|social area",5,0,2,NULL,3.50,3.33,3.00,NULL,3,1,0
"POINT(968953.512 6465693.215)","0101000020110F00002FDD2406F3912D415C8FC24D27AA5841",7,1681,22,3.0,2.7,3.67,0.71,0.71,0.33,2,2,"greenery, old buildings|trees; shops|built up|Green trees|run down; |clean;trees|Not attractive|just regular roads; nothing special.","busy street, bus routes|crossings; bus; path|busy; built up|Cars; Signs|high traffic volume; run down; |clean;trees;space|Easy pass|Car roads near by the residence area",9,5,3,3.20,2.67,3.00,3.00,NULL,7,2,0
"POINT(968948.08 6465681.179)","0101000020110F00008FC2F528E8912D416ABC744B24AA5841",7,1708,21,3.0,2.3,4.22,1.22,0.87,0.67,4,3,"Greenery; trees|Not a pleasant place|motors; pollution; built up","Open, bright|Busy main road and graffiti|highway; traffic; open|tram; traffic; intersections|Easy pass",9,4,4,3.50,2.50,2.86,3.50,NULL,7,2,0
"POINT(968918.015 6465673.779)","0101000020110F00007B14AE07AC912D41D122DB7122AA5841",7,1707,20,2.7,2.0,2.36,1.01,0.77,0.73,3,2,"not attractive|Graffiti; high buildings|tags|cars; graffitti|The presence of graffiti.","easy pass|Cars|tags|cars|The presence of graffiti.",11,4,6,3.00,2.83,2.71,2.75,NULL,7,4,0
"POINT(968888.065 6465665.332)","0101000020110F000014AE472170912D41EE7C3F5520AA5841",7,1706,19,2.6,1.9,2.29,0.98,0.69,0.71,3,2,"residential|no green|a shop; trees|coloured houses; green","small|dark and small|cars|lots of cars; small street; interjection",7,4,1,3.00,2.00,2.20,4.00,NULL,5,1,0
"POINT(968721.588 6465711.041)","0101000020110F000004560E2D23902D4177BE9FC22BAA5841",7,1710,10,2.5,2.5,2.00,1.33,1.20,0.08,3,3,"average looking street it has greenery|rubbish; cars; graffitti|Literally has trash laying in large amounts on the street, very unattractive|trash on the streets|rubbish, messy|High buildings|good lanscape|Good view|trees;nice;walls|trees; open sky, medium footfall","it looks ok, not too busy|rubbish; cars|Trash in the streets, extremely messy|regular stret, lots of buildings|area looks poor, rubbish laying around|Cars |Low income housing, there's trash in the street, making it feel like antisocial people live here|intersection|good area|Easy pass|clean;people|wide roads and pedestrian pathways; open sky",13,6,6,3.00,2.17,1.89,3.75,NULL,9,4,0
"POINT(968727.513 6465683.599)","0101000020110F00009EEFA7062F902D41190456E624AA5841",7,1699,11,2.8,2.6,2.00,0.87,0.92,0.18,3,3,"buildings in good condition|I like the area|rubbish; cars; graffitti","nice buildings; open space|The high building would scare me a little because of little visibility. Otherwise it's okay |rubbish; cars",11,5,5,3.20,2.80,2.63,3.33,NULL,8,3,0
"POINT(968799.026 6465636.256)","0101000020110F00003BDF4F0DBE902D41D34D621019AA5841",7,1703,16,2.0,1.7,2.00,0.58,0.76,0.29,2,2,"Tall boring buildings, no nature, just narrow street. Would not want to live here.|ugly;walls|small street; a lot of cars|High buildings|rubbish; cars; graffitti|it seems to me like a settlement and not a place to see and admire|Not attractive","tight|dark street; a lot of houses; a lot of cars|Cars|rubbish; cars|not safety|Two sides park",7,4,2,2.25,2.00,2.00,2.00,NULL,6,1,0
"POINT(968769.268 6465626.381)","0101000020110F0000C74B378982902D41D34D629816AA5841",7,1702,15,2.3,1.7,1.67,0.71,0.71,0.66,2,2,"dull|Graffiti|rubbish; cars|tight|Park two sides|concrete","cars|cars; |busy;badly lit",9,4,4,2.25,2.75,2.17,2.67,NULL,6,3,0
"POINT(968732.726 6465653.15)","0101000020110F0000A245B67339902D419A9999491DAA5841",7,1700,12,3.3,3.2,2.73,1.10,1.08,0.09,4,3,"Nice view|clean|rubbish; cars; graffitti|High buildings|many buildings, some trees|it looks pleasant open riad ahead|blend of modern and vintage","Easy pass|clean|rubbish; cars|Cars|open street|quite an open area, traffic lighhts|good residential palce",11,5,4,3.40,3.50,3.00,4.00,NULL,8,2,0
"POINT(968738.756 6465617.694)","0101000020110F0000986E128345902D41FA7E6A6C14AA5841",7,1709,14,2.9,2.0,3.14,1.46,0.58,0.86,4,2,"tags|dirty|Not attractive |rubbish; cars; graffitti|High buildings|not unattractive; open sky; pastel shades","tags|dirty |Easy pass|rubbish; cars|Cars|high residential use; high footfall",7,4,2,3.75,2.00,2.20,4.50,NULL,5,2,0
"POINT(968739.298 6465623.495)","0101000020110F0000BC74939846902D417B14AEDF15AA5841",7,1701,13,3.2,2.8,3.15,1.17,1.14,0.38,4,4,"shopping cart, grafitti; trash|Good view|rubbish; cars; graffitti|The big office building in the background looks so cool, the buildings in this street are boring|variety of building styles and trees","little ""park""|Easy pass|rubbish; cars|Clean; building|Open space, but grafiti on walls make it look like bad people come here|nice residential area",13,6,6,3.83,3.00,2.89,4.00,NULL,9,4,0
"POINT(968828.641 6465646.305)","0101000020110F0000E9263148F9902D41B81E85931BAA5841",7,1704,17,2.3,2.2,2.00,1.03,0.75,0.16,3,2,"cars; graffitti","cars",6,3,0,2.33,NULL,2.50,2.00,NULL,4,1,0
"POINT(968858.202 6465656.292)","0101000020110F0000448B6C6734912D41C520B0121EAA5841",7,1705,18,2.8,2.4,2.00,0.97,0.73,0.34,3,2,"dark; ugly buildings|variety of styles for accommodation|ugly|The architecture doesn't appeal to me, but it's not awful.|High buildings; not much greenery|it looks reasonably nice|no attractive|cars; graffitti","narrow street; dark|residential street|not;enough;space|It looks like a safe and comfortable residential area.|Cars|Again, I feel like people wouldn't see if something would happen |Two sides park|cars",9,5,3,2.80,3.33,2.50,3.33,NULL,6,3,0
"POINT(968997.492 6465675.222)","0101000020110F00008B6CE7FB4A922D417D3F35CE22AA5841",7,1685,24,3.0,3.1,3.42,0.85,0.79,0.08,3,2,"Looks like properly maintained|Not attractive|nice area|trees;space|There's tree but lots of tarmac too |trees; shop; park|good pathway|busy street; high buildings; unattractive buildings|it seems to me like a settlement and not a place to see and admire|space;clean;trees;people|Green trees","Police surveillance|Easy drive|main road|traffic|I don't think you'd have many people walking about |path|beautiful pavement|a lot of people around; busy street|it can be even safer|space;clean;trees;people|Walking paths",12,5,4,3.40,2.75,2.89,3.00,NULL,9,2,0
"POINT(968978.69 6465699.918)","0101000020110F000014AE476125922D411283C0FA28AA5841",7,1686,23,3.3,3.0,3.00,1.04,0.76,0.25,3,2,"different coloured buildings|Asphalt; Flat, tall housing|poor lighting; buildings look a bit rundown ","busy road|Easy drive|Multiple road tracks; Tram track; Road fork; Crossing|bike racks are present; no crosswalks ",8,4,3,3.25,3.33,3.00,3.67,NULL,5,3,0
"POINT(969038.411 6465694.876)","0101000020110F00008D976ED29C922D414E6210B827AA5841",7,1683,27,3.1,3.1,3.86,1.03,0.95,0.00,3,3,"not bad, interesting|modern; clean; pedestrianised|space;clean;trees;people|Graffiti.|modern buildings","it can be even safer|residential; commercial; pedestrianised|space;clean;trees;people|Graffiti.|pedestrianised",14,9,4,3.11,3.00,3.27,2.67,NULL,11,3,0
"POINT(969024.273 6465664.249)","0101000020110F0000F0A7C68B80922D41B29DEF0F20AA5841",7,1684,25,3.4,3.2,3.80,0.84,0.79,0.20,3,2,"greenness; public transportation|It feels open and the buildings seem to bring a nice balance to the space|It's rather industrial - the S-bahn station makes it unattractive.","space;clean;trees;people|openness; crowdedness|traffic pathways are good; no narrow paths|It looks like a nice area so I think I'd feel safe.",10,4,4,3.50,3.25,3.40,3.25,NULL,5,4,0
"POINT(969030.206 6465665.169)","0101000020110F0000FED478698C922D4160E5D04A20AA5841",7,1682,26,3.2,2.6,3.62,0.93,0.77,0.61,3,3,"Not attractive|space;clean;trees;people|green trees|cute buidings|trees; path|The presence of graffiti.|Looks a bit rough but also has some plants so it's allright|trees","Easy drive|space;clean;trees;people|Walking paths|good and decent buildings|path; posts|The presence of graffiti.|Looks okay, not super safe but also not dangerous|bikers; intersection",13,4,8,3.50,3.00,3.30,3.00,NULL,10,3,0
"POINT(969206.585 6465724.615)","0101000020110F0000B81E852BED932D41F6285C272FAA5841",21,2141,35,3.0,2.6,2.29,0.82,0.98,0.43,2,3,"building works|road repairation;","building works|residence;",7,1,4,4.00,3.25,3.00,3.00,NULL,3,4,0
"POINT(969190.81 6465697.646)","0101000020110F0000EC51B89ECD932D416210586928AA5841",21,2140,34,3.4,2.8,3.00,0.89,0.84,0.60,2,2,"nice buildings|road; buildings|Trees; tidy|trees ","shops around; nice buildings|sidewalks|Populated area|quiet road",5,0,3,NULL,3.67,3.67,3.00,NULL,3,2,0
"POINT(969176.962 6465669.557)","0101000020110F000096438BECB1932D4154E3A56321AA5841",21,2139,33,3.4,2.9,3.33,0.67,0.79,0.50,2,2,"clean ; green ; transports|Decent, clean|trees, wide spaces|functional|wide street|modern buildings; many cars","residential ; workplaces ; clean|Looking decent|plenty of cars; open|open|quiet road|busy traffic",12,6,4,3.50,3.25,3.38,3.50,NULL,8,4,0
"POINT(969187.585 6465615.934)","0101000020110F0000B81E852BC7932D41F0A7C6FB13AA5841",21,2181,30,2.5,2.3,2.25,1.29,0.96,0.25,3,2,"buildings; road|has trees , but built up a lot|seems dirty","road|well signed, open and clear roads|close to public spaces ",4,0,2,NULL,3.50,2.50,2.50,NULL,2,2,0
"POINT(969157.161 6465622.879)","0101000020110F00008D976E528A932D41378941B815AA5841",21,2182,31,3.3,3.0,3.25,0.89,0.93,0.25,2,3,"too much concrete|neutral|buildings","traffic|clean, tidy",8,2,4,3.50,3.75,3.40,3.00,NULL,5,3,0
"POINT(969162.231 6465641.978)","0101000020110F0000CBA1457694932D41508D977E1AAA5841",21,2138,32,3.1,2.9,3.13,0.83,0.99,0.25,2,3,"road; buildings|trees; nice buildings|tree lined roads|buildings|some greenery|no place for social activities","sidewalks|near heavy traffic; commercial area; little visibility|quiet area, low traffic|populated; buildings; people|near a busy road|shops around",8,0,6,NULL,3.17,3.00,3.50,NULL,6,2,0
"POINT(969217.922 6465608.789)","0101000020110F00004E6210D803942D41DBF97E3212AA5841",21,2180,29,2.5,2.5,2.25,0.58,0.58,0.00,1,1,"noise","traffic, busy",4,0,2,NULL,3.00,2.50,2.50,NULL,2,2,0
"POINT(969248.807 6465604.542)","0101000020110F0000A01A2F9D41942D41C520B02211AA5841",21,2179,28,3.0,2.8,2.60,1.00,0.84,0.20,2,2,"dark|trees, quite open|road|a park; trees; buildings","close to the public area|well organised, clear definition of roads, well lit|road, no sidewalks|a lot of cars",5,0,3,NULL,3.67,3.00,3.00,NULL,3,2,0
"POINT(969279.979 6465602.798)","0101000020110F0000EE7C3FF57F942D41986E12B310AA5841",21,2178,27,1.4,1.2,1.00,0.70,0.42,0.20,2,1,"Dirty; Dark; Vehicles and traffic; Pollution|gloomy; dirty; claustrophobic; industrial|Just looks a bit scary and wouldn't want to be walking on the side of this|road;|no plants; grey; concrete |lots of graffiti |dark, noisy, busy|dark underpass for vehicles","Dark; Under Bridge; Trams; Traffic; Dirty|Again walking here at night would be my worst nightmare, dark, sketchy, dangerous|road; no sidewalk|dark|dark, hidden, lots of graffiti|traffic, no sidewalk|underpass for vehicles",10,2,6,1.50,1.50,1.40,1.40,NULL,5,5,0
"POINT(969311.24 6465601.455)","0101000020110F0000AE47E17ABE942D4152B81E5D10AA5841",21,2177,26,1.6,1.4,1.14,0.79,0.79,0.14,2,2,"road|graffiti; corrosion; metal; grey;|dark, noise|just concrete and roads|unattractive underpass|Just looks a bit scary and wouldn't want to be walking on the side of this|dark","road; no sidewalk|traffic, |its dark, graffiti|busy road; no pedestrian crossing|Again walking here at night would be my worst nightmare, dark, sketchy, dangerous|under the bridge; dark",7,0,5,NULL,1.80,1.60,1.50,NULL,5,2,0
"POINT(969434.126 6465594.444)","0101000020110F00006F128340B4952D41FA7E6A9C0EAA5841",21,2173,22,2.9,2.2,3.17,0.90,0.94,0.75,3,3,"there is some business around|trains; crowds; noise;|main road;no houses;no shops|its ok looks aveage|buildings;|modern view","this is more ""city"" without worksite and good signalization|city; traffic; people; crowds|busy;main road;lights|looks busy|tramway; |public areas",12,6,4,2.67,3.50,3.14,2.60,NULL,7,5,0
"POINT(969452.382 6465615.211)","0101000020110F0000068195C3D8952D41250681CD13AA5841",21,2156,20,3.5,3.2,4.00,1.00,0.83,0.33,4,2,"buildings,|traffic ; roads|some greenery; buildings|open space|neutral|look pleasant not too built up","sidewalks; pedestrian crossings, space|crowded|traffic lights; side walks|street too busy|clean, tidy|well lit, traffic lights, shops in area|Traffic signs",12,3,7,3.67,3.43,3.56,3.33,NULL,9,3,0
"POINT(969436.379 6465621.248)","0101000020110F0000BA490CC2B8952D41643BDF4F15AA5841",21,2183,21,3.0,2.5,3.17,0.63,1.05,0.50,2,3,"building works|buildings;|structured","traffic|road too wide",6,0,4,NULL,3.00,3.25,2.50,NULL,4,2,0
"POINT(969458.861 6465645.759)","0101000020110F0000F4FDD4B8E5952D41BC7493701BAA5841",21,2157,19,3.1,2.9,3.71,0.69,0.69,0.28,2,2,"traffic|Traffic; Edge of Building zone; Grey; Dull; Ugly buildings|less construction sites","good pavement|Traffic; Busy; Vehicles; |busy area",7,3,2,3.00,3.50,3.67,2.75,NULL,3,4,0
"POINT(969403.109 6465596.631)","0101000020110F000017D9CE3776952D41D34D62280FAA5841",21,2174,23,2.6,2.3,2.63,0.74,0.89,0.38,2,3,"no buildings|This space is dedicated to transport not to live or shop|buildings: road","isolated, much traffic|large road, abandonned shops, bridge ahead, next to a train station",8,3,3,2.33,3.00,2.67,2.50,NULL,6,2,0
